date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:11:02	39890/39890	---MCZ	200	added ('OK')	text/html	etag:W/%2264b79807-9bd2%22	http://doc.ruoyi.vip/ruoyi/document/xmkz.html	C:/Users/Hp-/Downloads/doc/doc.ruoyi.vip/ruoyi/document/xmkz.html	(from http://doc.ruoyi.vip/ruoyi/)
10:11:04	46914/46914	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264b797fc-b742%22	http://doc.ruoyi.vip/assets/js/9.04be616a.js	C:/Users/Hp-/Downloads/doc/doc.ruoyi.vip/assets/js/9.04be616a.js	(from http://doc.ruoyi.vip/ruoyi/)
10:11:04	257662/257662	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264b797fc-3ee7e%22	http://doc.ruoyi.vip/assets/js/79.33c6febb.js	C:/Users/Hp-/Downloads/doc/doc.ruoyi.vip/assets/js/79.33c6febb.js	(from http://doc.ruoyi.vip/ruoyi/)
10:11:04	457767/457767	---MCZ	200	added ('OK')	text/html	etag:W/%2264b79808-6fc27%22	http://doc.ruoyi.vip/ruoyi/other/faq.html	C:/Users/Hp-/Downloads/doc/doc.ruoyi.vip/ruoyi/other/faq.html	(from http://doc.ruoyi.vip/ruoyi/)
10:11:05	96795/96795	---MCZ	200	added ('OK')	text/html	etag:W/%2264b79806-17a1b%22	http://doc.ruoyi.vip/ruoyi/document/kslj.html	C:/Users/Hp-/Downloads/doc/doc.ruoyi.vip/ruoyi/document/kslj.html	(from http://doc.ruoyi.vip/ruoyi/)
10:11:06	62068/62068	---MCZ	200	added ('OK')	text/html	etag:W/%2264b79806-f274%22	http://doc.ruoyi.vip/ruoyi/document/xmjs.html	C:/Users/Hp-/Downloads/doc/doc.ruoyi.vip/ruoyi/document/xmjs.html	(from http://doc.ruoyi.vip/ruoyi/)
10:11:07	38438/38438	---MCZ	200	added ('OK')	text/html	etag:W/%2264b79806-9626%22	http://doc.ruoyi.vip/ruoyi/document/hjbs.html	C:/Users/Hp-/Downloads/doc/doc.ruoyi.vip/ruoyi/document/hjbs.html	(from http://doc.ruoyi.vip/ruoyi/)
10:11:07	393156/393156	---MCZ	200	added ('OK')	text/html	etag:W/%2264b79806-5ffc4%22	http://doc.ruoyi.vip/ruoyi/document/htsc.html	C:/Users/Hp-/Downloads/doc/doc.ruoyi.vip/ruoyi/document/htsc.html	(from http://doc.ruoyi.vip/ruoyi/)
10:11:08	137761/137761	---MCZ	200	added ('OK')	text/html	etag:W/%2264b79806-21a21%22	http://doc.ruoyi.vip/ruoyi/document/qdsc.html	C:/Users/Hp-/Downloads/doc/doc.ruoyi.vip/ruoyi/document/qdsc.html	(from http://doc.ruoyi.vip/ruoyi/)
10:11:09	155987/155987	---MCZ	200	added ('OK')	text/html	etag:W/%2264b79805-26153%22	http://doc.ruoyi.vip/ruoyi/document/gnzj.html	C:/Users/Hp-/Downloads/doc/doc.ruoyi.vip/ruoyi/document/gnzj.html	(from http://doc.ruoyi.vip/ruoyi/)
10:11:09	299172/299172	---MCZ	200	added ('OK')	text/html	etag:W/%2264b79806-490a4%22	http://doc.ruoyi.vip/ruoyi/document/mbyq.html	C:/Users/Hp-/Downloads/doc/doc.ruoyi.vip/ruoyi/document/mbyq.html	(from http://doc.ruoyi.vip/ruoyi/)
10:11:12	200753/200753	---MCZ	200	added ('OK')	text/html	etag:W/%2264b79807-31031%22	http://doc.ruoyi.vip/ruoyi/document/zjwd.html	C:/Users/Hp-/Downloads/doc/doc.ruoyi.vip/ruoyi/document/zjwd.html	(from http://doc.ruoyi.vip/ruoyi/)
10:11:13	808771/808771	---MCZ	200	added ('OK')	text/html	etag:W/%2264b79806-c5743%22	http://doc.ruoyi.vip/ruoyi/document/cjjc.html	C:/Users/Hp-/Downloads/doc/doc.ruoyi.vip/ruoyi/document/cjjc.html	(from http://doc.ruoyi.vip/ruoyi/)
10:11:13	34019/34019	---MCZ	200	added ('OK')	text/html	etag:W/%2264b79806-84e3%22	http://doc.ruoyi.vip/ruoyi/document/spjc.html	C:/Users/Hp-/Downloads/doc/doc.ruoyi.vip/ruoyi/document/spjc.html	(from http://doc.ruoyi.vip/ruoyi/)
10:11:13	658143/658143	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264b797fc-a0adf%22	http://doc.ruoyi.vip/assets/js/81.550ca95e.js	C:/Users/Hp-/Downloads/doc/doc.ruoyi.vip/assets/js/81.550ca95e.js	(from http://doc.ruoyi.vip/ruoyi/)
10:11:13	4307/4307	---M--	200	added ('OK')	image/png	etag:%2264b797fd-10d3%22	http://doc.ruoyi.vip/images/small.png	C:/Users/Hp-/Downloads/doc/doc.ruoyi.vip/images/small.png	(from http://doc.ruoyi.vip/css/ruoyi.css)
10:11:14	23007/23007	---MCZ	200	added ('OK')	text/html	etag:W/%2264b79807-59df%22	http://doc.ruoyi.vip/ruoyi/other/donate.html	C:/Users/Hp-/Downloads/doc/doc.ruoyi.vip/ruoyi/other/donate.html	(from http://doc.ruoyi.vip/ruoyi/)
10:11:15	68736/68736	---MCZ	200	added ('OK')	text/html	etag:W/%2264b79806-10c80%22	http://doc.ruoyi.vip/ruoyi/document/gxrz.html	C:/Users/Hp-/Downloads/doc/doc.ruoyi.vip/ruoyi/document/gxrz.html	(from http://doc.ruoyi.vip/ruoyi/)
10:11:16	20111/20111	---M--	200	added ('OK')	image/png	date:Thu,%2020%20Jul%202023%2002:11:16%20GMT	https://foruda.gitee.com/images/1688696234292591983/37014468_1151004.png	C:/Users/Hp-/Downloads/doc/foruda.gitee.com/images/1688696234292591983/37014468_1151004.png	(from http://doc.ruoyi.vip/ruoyi/document/htsc.html)
10:11:17	3489/3489	---M--	200	added ('OK')	image/png	date:Thu,%2020%20Jul%202023%2002:11:17%20GMT	https://foruda.gitee.com/images/1688696192945724821/bf7fef4a_1151004.png	C:/Users/Hp-/Downloads/doc/foruda.gitee.com/images/1688696192945724821/bf7fef4a_1151004.png	(from http://doc.ruoyi.vip/ruoyi/document/qdsc.html)
10:11:21	43416/43416	---M--	200	added ('OK')	image/png	date:Thu,%2020%20Jul%202023%2002:11:20%20GMT	https://foruda.gitee.com/images/1688696299478790759/4d438c10_1151004.png	C:/Users/Hp-/Downloads/doc/foruda.gitee.com/images/1688696299478790759/4d438c10_1151004.png	(from http://doc.ruoyi.vip/ruoyi/document/cjjc.html)
